date,stock_id,buy,name,sell
2021-01-22,2801,1136200,Foreign_Investor,7642000
2021-01-22,2801,0,Foreign_Dealer_Self,0
2021-01-22,2801,17000,Investment_Trust,0
2021-01-22,2801,0,Dealer_self,0
2021-01-22,2801,199000,Dealer_Hedging,0
2021-01-25,2801,2452000,Foreign_Investor,3923708
2021-01-25,2801,0,Foreign_Dealer_Self,0
2021-01-25,2801,70650,Investment_Trust,6000
2021-01-25,2801,2000,Dealer_self,0
2021-01-25,2801,0,Dealer_Hedging,0
2021-01-26,2801,2315070,Foreign_Investor,5225000
2021-01-26,2801,0,Foreign_Dealer_Self,0
2021-01-26,2801,42000,Investment_Trust,0
2021-01-26,2801,0,Dealer_self,31000
2021-01-26,2801,0,Dealer_Hedging,0
2021-01-27,2801,4517000,Foreign_Investor,7757924
2021-01-27,2801,0,Foreign_Dealer_Self,0
2021-01-27,2801,10000,Investment_Trust,0
2021-01-27,2801,0,Dealer_self,1249
2021-01-27,2801,0,Dealer_Hedging,0
2021-01-28,2801,2446970,Foreign_Investor,8757714
2021-01-28,2801,0,Foreign_Dealer_Self,0
2021-01-28,2801,15000,Investment_Trust,0
2021-01-28,2801,6000,Dealer_self,2454
2021-01-28,2801,14000,Dealer_Hedging,0
2021-01-29,2801,2501000,Foreign_Investor,14594772
2021-01-29,2801,0,Foreign_Dealer_Self,0
2021-01-29,2801,5000,Investment_Trust,0
2021-01-29,2801,77000,Dealer_self,20201
2021-01-29,2801,0,Dealer_Hedging,0
2021-02-01,2801,2404286,Foreign_Investor,1986732
2021-02-01,2801,0,Foreign_Dealer_Self,0
2021-02-01,2801,9000,Investment_Trust,0
2021-02-01,2801,69000,Dealer_self,49000
2021-02-01,2801,0,Dealer_Hedging,0
2021-02-02,2801,2716950,Foreign_Investor,3484419
2021-02-02,2801,0,Foreign_Dealer_Self,0
2021-02-02,2801,8000,Investment_Trust,0
2021-02-02,2801,106000,Dealer_self,15000
2021-02-02,2801,0,Dealer_Hedging,0
2021-02-03,2801,3249485,Foreign_Investor,4184400
2021-02-03,2801,0,Foreign_Dealer_Self,0
2021-02-03,2801,0,Investment_Trust,0
2021-02-03,2801,5000,Dealer_self,168018
2021-02-03,2801,0,Dealer_Hedging,0
2021-02-04,2801,1644386,Foreign_Investor,5233417
2021-02-04,2801,0,Foreign_Dealer_Self,0
2021-02-04,2801,27000,Investment_Trust,0
2021-02-04,2801,74000,Dealer_self,140397
2021-02-04,2801,0,Dealer_Hedging,0
2021-02-05,2801,2214818,Foreign_Investor,2990959
2021-02-05,2801,0,Foreign_Dealer_Self,0
2021-02-05,2801,18000,Investment_Trust,0
2021-02-05,2801,70000,Dealer_self,44165
2021-02-05,2801,0,Dealer_Hedging,0
2021-02-17,2801,6422300,Foreign_Investor,7692267
2021-02-17,2801,0,Foreign_Dealer_Self,0
2021-02-17,2801,0,Investment_Trust,0
2021-02-17,2801,446000,Dealer_self,73000
2021-02-17,2801,0,Dealer_Hedging,0
2021-02-18,2801,2694000,Foreign_Investor,2118190
2021-02-18,2801,0,Foreign_Dealer_Self,0
2021-02-18,2801,45000,Investment_Trust,0
2021-02-18,2801,7000,Dealer_self,22100
2021-02-18,2801,0,Dealer_Hedging,14000
