date,stock_id,buy,name,sell
2021-01-22,8044,11000,Foreign_Investor,50000
2021-01-22,8044,0,Foreign_Dealer_Self,0
2021-01-22,8044,0,Investment_Trust,0
2021-01-22,8044,6000,Dealer_self,0
2021-01-22,8044,1000,Dealer_Hedging,18000
2021-01-25,8044,83000,Foreign_Investor,18000
2021-01-25,8044,0,Foreign_Dealer_Self,0
2021-01-25,8044,0,Investment_Trust,0
2021-01-25,8044,37449,Dealer_self,2059
2021-01-25,8044,3000,Dealer_Hedging,4000
2021-01-26,8044,100000,Foreign_Investor,59000
2021-01-26,8044,0,Foreign_Dealer_Self,0
2021-01-26,8044,0,Investment_Trust,0
2021-01-26,8044,14000,Dealer_self,1000
2021-01-26,8044,6000,Dealer_Hedging,3000
2021-01-27,8044,126000,Foreign_Investor,271000
2021-01-27,8044,0,Foreign_Dealer_Self,0
2021-01-27,8044,0,Investment_Trust,0
2021-01-27,8044,10000,Dealer_self,3000
2021-01-27,8044,14000,Dealer_Hedging,2000
2021-01-28,8044,312000,Foreign_Investor,137000
2021-01-28,8044,0,Foreign_Dealer_Self,0
2021-01-28,8044,0,Investment_Trust,0
2021-01-28,8044,18000,Dealer_self,15000
2021-01-28,8044,21000,Dealer_Hedging,14000
2021-01-29,8044,55000,Foreign_Investor,210000
2021-01-29,8044,0,Foreign_Dealer_Self,0
2021-01-29,8044,0,Investment_Trust,0
2021-01-29,8044,13000,Dealer_self,6514
2021-01-29,8044,0,Dealer_Hedging,19000
2021-02-01,8044,25000,Foreign_Investor,192000
2021-02-01,8044,0,Foreign_Dealer_Self,0
2021-02-01,8044,0,Investment_Trust,0
2021-02-01,8044,11065,Dealer_self,4000
2021-02-01,8044,0,Dealer_Hedging,3000
2021-02-02,8044,89000,Foreign_Investor,229000
2021-02-02,8044,0,Foreign_Dealer_Self,0
2021-02-02,8044,0,Investment_Trust,0
2021-02-02,8044,38000,Dealer_self,2065
2021-02-02,8044,7000,Dealer_Hedging,9000
2021-02-03,8044,304000,Foreign_Investor,169000
2021-02-03,8044,0,Foreign_Dealer_Self,0
2021-02-03,8044,0,Investment_Trust,140000
2021-02-03,8044,21000,Dealer_self,12000
2021-02-03,8044,18000,Dealer_Hedging,18000
2021-02-04,8044,54000,Foreign_Investor,52000
2021-02-04,8044,0,Foreign_Dealer_Self,0
2021-02-04,8044,0,Investment_Trust,0
2021-02-04,8044,0,Dealer_self,2000
2021-02-04,8044,0,Dealer_Hedging,17000
2021-02-05,8044,133000,Foreign_Investor,497000
2021-02-05,8044,0,Foreign_Dealer_Self,0
2021-02-05,8044,0,Investment_Trust,0
2021-02-05,8044,4000,Dealer_self,0
2021-02-05,8044,0,Dealer_Hedging,4000
2021-02-17,8044,269300,Foreign_Investor,537000
2021-02-17,8044,0,Foreign_Dealer_Self,0
2021-02-17,8044,0,Investment_Trust,0
2021-02-17,8044,9321,Dealer_self,10000
2021-02-17,8044,4000,Dealer_Hedging,1000
2021-02-18,8044,313000,Foreign_Investor,647000
2021-02-18,8044,0,Foreign_Dealer_Self,0
2021-02-18,8044,0,Investment_Trust,72000
2021-02-18,8044,5018,Dealer_self,2321
2021-02-18,8044,11000,Dealer_Hedging,4000
2021-02-19,8044,129000,Foreign_Investor,135700
2021-02-19,8044,0,Foreign_Dealer_Self,0
2021-02-19,8044,0,Investment_Trust,0
2021-02-19,8044,0,Dealer_self,18
2021-02-19,8044,13000,Dealer_Hedging,13000
2021-02-22,8044,368000,Foreign_Investor,363000
