date,stock_id,buy,name,sell
2021-01-22,2455,4531000,Foreign_Investor,1751060
2021-01-22,2455,0,Foreign_Dealer_Self,0
2021-01-22,2455,699000,Investment_Trust,0
2021-01-22,2455,258694,Dealer_self,20000
2021-01-22,2455,308500,Dealer_Hedging,34500
2021-01-25,2455,1140000,Foreign_Investor,3456000
2021-01-25,2455,0,Foreign_Dealer_Self,0
2021-01-25,2455,360000,Investment_Trust,0
2021-01-25,2455,54000,Dealer_self,65900
2021-01-25,2455,70000,Dealer_Hedging,172000
2021-01-26,2455,1908000,Foreign_Investor,1300000
2021-01-26,2455,0,Foreign_Dealer_Self,0
2021-01-26,2455,100000,Investment_Trust,0
2021-01-26,2455,8031,Dealer_self,3794
2021-01-26,2455,54490,Dealer_Hedging,57511
2021-01-27,2455,799000,Foreign_Investor,1758000
2021-01-27,2455,0,Foreign_Dealer_Self,0
2021-01-27,2455,123000,Investment_Trust,0
2021-01-27,2455,26000,Dealer_self,12031
2021-01-27,2455,28000,Dealer_Hedging,23450
2021-01-28,2455,1691000,Foreign_Investor,1233000
2021-01-28,2455,0,Foreign_Dealer_Self,0
2021-01-28,2455,0,Investment_Trust,689000
2021-01-28,2455,37000,Dealer_self,355000
2021-01-28,2455,15000,Dealer_Hedging,135235
2021-01-29,2455,1741000,Foreign_Investor,984000
2021-01-29,2455,0,Foreign_Dealer_Self,0
2021-01-29,2455,0,Investment_Trust,884000
2021-01-29,2455,56000,Dealer_self,329000
2021-01-29,2455,35000,Dealer_Hedging,58332
2021-02-01,2455,2069000,Foreign_Investor,1203000
2021-02-01,2455,0,Foreign_Dealer_Self,0
2021-02-01,2455,0,Investment_Trust,1247750
2021-02-01,2455,100396,Dealer_self,115587
2021-02-01,2455,36240,Dealer_Hedging,28000
2021-02-02,2455,3233020,Foreign_Investor,1425000
2021-02-02,2455,0,Foreign_Dealer_Self,0
2021-02-02,2455,309000,Investment_Trust,0
2021-02-02,2455,75923,Dealer_self,39456
2021-02-02,2455,96000,Dealer_Hedging,21000
2021-02-03,2455,662000,Foreign_Investor,1438020
2021-02-03,2455,0,Foreign_Dealer_Self,0
2021-02-03,2455,148000,Investment_Trust,105000
2021-02-03,2455,24000,Dealer_self,75908
2021-02-03,2455,1000,Dealer_Hedging,106055
2021-02-04,2455,1838250,Foreign_Investor,1108000
2021-02-04,2455,0,Foreign_Dealer_Self,0
2021-02-04,2455,0,Investment_Trust,45000
2021-02-04,2455,32000,Dealer_self,70967
2021-02-04,2455,5000,Dealer_Hedging,53000
2021-02-05,2455,385000,Foreign_Investor,604000
2021-02-05,2455,0,Foreign_Dealer_Self,0
2021-02-05,2455,300000,Investment_Trust,958000
2021-02-05,2455,28000,Dealer_self,98000
2021-02-05,2455,18000,Dealer_Hedging,35000
2021-02-17,2455,1146031,Foreign_Investor,342000
2021-02-17,2455,0,Foreign_Dealer_Self,0
2021-02-17,2455,0,Investment_Trust,45000
2021-02-17,2455,79673,Dealer_self,21544
2021-02-17,2455,66000,Dealer_Hedging,45000
2021-02-18,2455,972020,Foreign_Investor,343030
2021-02-18,2455,0,Foreign_Dealer_Self,0
2021-02-18,2455,5000,Investment_Trust,400000
2021-02-18,2455,50344,Dealer_self,3922
2021-02-18,2455,51000,Dealer_Hedging,19999
2021-02-19,2455,614000,Foreign_Investor,644000
2021-02-19,2455,0,Foreign_Dealer_Self,0
2021-02-19,2455,5000,Investment_Trust,320000
2021-02-19,2455,59000,Dealer_self,49645
2021-02-19,2455,36000,Dealer_Hedging,27000
2021-02-22,2455,1233000,Foreign_Investor,366020
2021-02-22,2455,0,Foreign_Dealer_Self,0
2021-02-22,2455,0,Investment_Trust,139250
2021-02-22,2455,60000,Dealer_self,262021
2021-02-22,2455,60800,Dealer_Hedging,3000
2021-02-23,2455,571000,Foreign_Investor,738000
2021-02-23,2455,0,Foreign_Dealer_Self,0
2021-02-23,2455,0,Investment_Trust,0
2021-02-23,2455,37000,Dealer_self,45210
2021-02-23,2455,14000,Dealer_Hedging,36000
2021-02-24,2455,1374000,Foreign_Investor,754900
2021-02-24,2455,0,Foreign_Dealer_Self,0
2021-02-24,2455,0,Investment_Trust,300000
2021-02-24,2455,31297,Dealer_self,98423
2021-02-24,2455,45000,Dealer_Hedging,15000
2021-02-25,2455,674100,Foreign_Investor,541000
2021-02-25,2455,0,Foreign_Dealer_Self,0
2021-02-25,2455,0,Investment_Trust,103000
2021-02-25,2455,10000,Dealer_self,78339
2021-02-25,2455,4000,Dealer_Hedging,55000
2021-02-26,2455,607000,Foreign_Investor,557200
2021-02-26,2455,0,Foreign_Dealer_Self,0
2021-02-26,2455,0,Investment_Trust,245000
2021-02-26,2455,74000,Dealer_self,129142
2021-02-26,2455,3000,Dealer_Hedging,33000
2021-03-02,2455,690300,Foreign_Investor,536000
2021-03-02,2455,0,Foreign_Dealer_Self,0
2021-03-02,2455,0,Investment_Trust,76000
2021-03-02,2455,21000,Dealer_self,58000
2021-03-02,2455,1000,Dealer_Hedging,51000
2021-03-03,2455,1780000,Foreign_Investor,1847000
2021-03-03,2455,0,Foreign_Dealer_Self,0
2021-03-03,2455,0,Investment_Trust,0
2021-03-03,2455,111000,Dealer_self,29000
2021-03-03,2455,11000,Dealer_Hedging,10000
2021-03-04,2455,1274000,Foreign_Investor,824600
2021-03-04,2455,0,Foreign_Dealer_Self,0
2021-03-04,2455,0,Investment_Trust,0
2021-03-04,2455,99091,Dealer_self,108257
2021-03-04,2455,2000,Dealer_Hedging,20494
2021-03-05,2455,1553000,Foreign_Investor,932000
2021-03-05,2455,0,Foreign_Dealer_Self,0
2021-03-05,2455,0,Investment_Trust,8000
2021-03-05,2455,177648,Dealer_self,220124
2021-03-05,2455,129000,Dealer_Hedging,3000
2021-03-08,2455,1351100,Foreign_Investor,1229000
2021-03-08,2455,0,Foreign_Dealer_Self,0
2021-03-08,2455,0,Investment_Trust,600000
2021-03-08,2455,78000,Dealer_self,121813
2021-03-08,2455,2000,Dealer_Hedging,96200
2021-03-09,2455,1847100,Foreign_Investor,1120000
2021-03-09,2455,0,Foreign_Dealer_Self,0
2021-03-09,2455,0,Investment_Trust,390000
2021-03-09,2455,302000,Dealer_self,137000
2021-03-09,2455,24000,Dealer_Hedging,30000
2021-03-10,2455,1412000,Foreign_Investor,208000
2021-03-10,2455,0,Foreign_Dealer_Self,0
2021-03-10,2455,1000,Investment_Trust,211000
2021-03-10,2455,21000,Dealer_self,134144
2021-03-10,2455,9000,Dealer_Hedging,6000
2021-03-11,2455,2585000,Foreign_Investor,468000
2021-03-11,2455,0,Foreign_Dealer_Self,0
2021-03-11,2455,0,Investment_Trust,0
2021-03-11,2455,315690,Dealer_self,136000
2021-03-11,2455,160000,Dealer_Hedging,34000
2021-03-12,2455,971000,Foreign_Investor,648000
2021-03-12,2455,0,Foreign_Dealer_Self,0
2021-03-12,2455,0,Investment_Trust,5000
2021-03-12,2455,81519,Dealer_self,60326
2021-03-12,2455,6000,Dealer_Hedging,66500
2021-03-15,2455,515000,Foreign_Investor,393000
2021-03-15,2455,0,Foreign_Dealer_Self,0
2021-03-15,2455,0,Investment_Trust,0
2021-03-15,2455,34208,Dealer_self,40930
2021-03-15,2455,5000,Dealer_Hedging,12600
2021-03-16,2455,1145000,Foreign_Investor,1780000
2021-03-16,2455,0,Foreign_Dealer_Self,0
2021-03-16,2455,50000,Investment_Trust,800000
2021-03-16,2455,79000,Dealer_self,147524
2021-03-16,2455,13000,Dealer_Hedging,22600
