date,stock_id,buy,name,sell
2021-01-22,2317,58701487,Foreign_Investor,30357525
2021-01-22,2317,0,Foreign_Dealer_Self,0
2021-01-22,2317,4212000,Investment_Trust,10000
2021-01-22,2317,2359888,Dealer_self,519000
2021-01-22,2317,4754500,Dealer_Hedging,830000
2021-01-25,2317,33411289,Foreign_Investor,22983517
2021-01-25,2317,0,Foreign_Dealer_Self,0
2021-01-25,2317,5200940,Investment_Trust,0
2021-01-25,2317,2200888,Dealer_self,1305000
2021-01-25,2317,3849434,Dealer_Hedging,1336757
2021-01-26,2317,35512348,Foreign_Investor,27291855
2021-01-26,2317,0,Foreign_Dealer_Self,0
2021-01-26,2317,562000,Investment_Trust,596000
2021-01-26,2317,931978,Dealer_self,1927114
2021-01-26,2317,1313527,Dealer_Hedging,1677134
2021-01-27,2317,34973800,Foreign_Investor,28662254
2021-01-27,2317,0,Foreign_Dealer_Self,0
2021-01-27,2317,818000,Investment_Trust,0
2021-01-27,2317,1386296,Dealer_self,613508
2021-01-27,2317,1585479,Dealer_Hedging,558000
2021-01-28,2317,32367018,Foreign_Investor,38977200
2021-01-28,2317,0,Foreign_Dealer_Self,0
2021-01-28,2317,1900000,Investment_Trust,0
2021-01-28,2317,1067000,Dealer_self,1143919
2021-01-28,2317,633000,Dealer_Hedging,3598973
2021-01-29,2317,45242399,Foreign_Investor,46700121
2021-01-29,2317,0,Foreign_Dealer_Self,0
2021-01-29,2317,341000,Investment_Trust,80000
2021-01-29,2317,1740988,Dealer_self,4071511
2021-01-29,2317,673000,Dealer_Hedging,6103969
2021-02-01,2317,36773347,Foreign_Investor,21548587
2021-02-01,2317,0,Foreign_Dealer_Self,0
2021-02-01,2317,894000,Investment_Trust,80000
2021-02-01,2317,1281000,Dealer_self,1518112
2021-02-01,2317,2374998,Dealer_Hedging,2669000
2021-02-02,2317,25862061,Foreign_Investor,19009999
2021-02-02,2317,0,Foreign_Dealer_Self,0
2021-02-02,2317,498000,Investment_Trust,27000
2021-02-02,2317,1110000,Dealer_self,664000
2021-02-02,2317,1466000,Dealer_Hedging,744427
2021-02-03,2317,27007107,Foreign_Investor,16984739
2021-02-03,2317,0,Foreign_Dealer_Self,0
2021-02-03,2317,426000,Investment_Trust,91000
2021-02-03,2317,333000,Dealer_self,317161
2021-02-03,2317,578000,Dealer_Hedging,1868000
2021-02-04,2317,22708120,Foreign_Investor,20596923
2021-02-04,2317,0,Foreign_Dealer_Self,0
2021-02-04,2317,166000,Investment_Trust,8000
2021-02-04,2317,265000,Dealer_self,810931
2021-02-04,2317,221000,Dealer_Hedging,1805987
2021-02-05,2317,23915129,Foreign_Investor,33288962
2021-02-05,2317,0,Foreign_Dealer_Self,0
2021-02-05,2317,23000,Investment_Trust,49000
2021-02-05,2317,813971,Dealer_self,1004169
2021-02-05,2317,662000,Dealer_Hedging,3218000
2021-02-17,2317,35336622,Foreign_Investor,37021291
2021-02-17,2317,0,Foreign_Dealer_Self,0
2021-02-17,2317,12000,Investment_Trust,110000
2021-02-17,2317,876000,Dealer_self,1106478
2021-02-17,2317,505000,Dealer_Hedging,1315000
2021-02-18,2317,14224505,Foreign_Investor,20740158
2021-02-18,2317,0,Foreign_Dealer_Self,0
2021-02-18,2317,136000,Investment_Trust,93000
2021-02-18,2317,195000,Dealer_self,498980
2021-02-18,2317,929000,Dealer_Hedging,279000
2021-02-19,2317,29891473,Foreign_Investor,36165259
2021-02-19,2317,0,Foreign_Dealer_Self,0
2021-02-19,2317,32000,Investment_Trust,2708000
2021-02-19,2317,416000,Dealer_self,1368705
2021-02-19,2317,1149000,Dealer_Hedging,1915000
2021-02-22,2317,15788996,Foreign_Investor,20556317
2021-02-22,2317,0,Foreign_Dealer_Self,0
2021-02-22,2317,18000,Investment_Trust,90750
2021-02-22,2317,460000,Dealer_self,905978
2021-02-22,2317,690000,Dealer_Hedging,357000
2021-02-23,2317,23804152,Foreign_Investor,14649410
2021-02-23,2317,0,Foreign_Dealer_Self,0
2021-02-23,2317,50000,Investment_Trust,453250
2021-02-23,2317,1272999,Dealer_self,2594452
2021-02-23,2317,1084000,Dealer_Hedging,748000
2021-02-24,2317,21937037,Foreign_Investor,31254324
2021-02-24,2317,0,Foreign_Dealer_Self,0
2021-02-24,2317,48000,Investment_Trust,177000
2021-02-24,2317,901000,Dealer_self,355846
2021-02-24,2317,663000,Dealer_Hedging,1210842
2021-02-25,2317,55582817,Foreign_Investor,18191941
2021-02-25,2317,0,Foreign_Dealer_Self,0
2021-02-25,2317,711000,Investment_Trust,37000
2021-02-25,2317,960990,Dealer_self,604000
2021-02-25,2317,2159389,Dealer_Hedging,1112000
2021-02-26,2317,25613519,Foreign_Investor,82126596
2021-02-26,2317,0,Foreign_Dealer_Self,0
2021-02-26,2317,2238000,Investment_Trust,23000
2021-02-26,2317,727000,Dealer_self,2675330
2021-02-26,2317,662000,Dealer_Hedging,1487509
2021-03-02,2317,23654496,Foreign_Investor,21460280
2021-03-02,2317,0,Foreign_Dealer_Self,0
2021-03-02,2317,392000,Investment_Trust,39000
2021-03-02,2317,352000,Dealer_self,672000
2021-03-02,2317,561000,Dealer_Hedging,546089
2021-03-03,2317,34153430,Foreign_Investor,19343050
2021-03-03,2317,0,Foreign_Dealer_Self,0
2021-03-03,2317,167000,Investment_Trust,0
2021-03-03,2317,3265370,Dealer_self,827000
2021-03-03,2317,2270000,Dealer_Hedging,314000
2021-03-04,2317,29662790,Foreign_Investor,40085448
2021-03-04,2317,0,Foreign_Dealer_Self,0
2021-03-04,2317,1010000,Investment_Trust,24000
2021-03-04,2317,498001,Dealer_self,787594
2021-03-04,2317,736000,Dealer_Hedging,670998
2021-03-05,2317,15871931,Foreign_Investor,23449635
2021-03-05,2317,0,Foreign_Dealer_Self,0
2021-03-05,2317,2085000,Investment_Trust,0
2021-03-05,2317,473000,Dealer_self,705000
2021-03-05,2317,880000,Dealer_Hedging,1102000
2021-03-08,2317,18939711,Foreign_Investor,17286081
2021-03-08,2317,0,Foreign_Dealer_Self,0
2021-03-08,2317,297000,Investment_Trust,0
2021-03-08,2317,325000,Dealer_self,502990
2021-03-08,2317,774000,Dealer_Hedging,776000
2021-03-09,2317,18979133,Foreign_Investor,11014047
2021-03-09,2317,0,Foreign_Dealer_Self,0
2021-03-09,2317,1936000,Investment_Trust,0
2021-03-09,2317,269071,Dealer_self,759000
2021-03-09,2317,549563,Dealer_Hedging,683614
2021-03-10,2317,23457135,Foreign_Investor,12989059
2021-03-10,2317,0,Foreign_Dealer_Self,0
2021-03-10,2317,233000,Investment_Trust,2800
2021-03-10,2317,279172,Dealer_self,720000
2021-03-10,2317,486000,Dealer_Hedging,375000
2021-03-11,2317,25203202,Foreign_Investor,9618193
