date,stock_id,buy,name,sell
2021-01-22,2609,32597500,Foreign_Investor,22731100
2021-01-22,2609,0,Foreign_Dealer_Self,0
2021-01-22,2609,0,Investment_Trust,0
2021-01-22,2609,3904000,Dealer_self,4095000
2021-01-22,2609,100000,Dealer_Hedging,0
2021-01-25,2609,14109011,Foreign_Investor,27111199
2021-01-25,2609,0,Foreign_Dealer_Self,0
2021-01-25,2609,0,Investment_Trust,0
2021-01-25,2609,3107000,Dealer_self,3554000
2021-01-25,2609,200000,Dealer_Hedging,600000
2021-01-26,2609,12418000,Foreign_Investor,17695000
2021-01-26,2609,0,Foreign_Dealer_Self,0
2021-01-26,2609,0,Investment_Trust,0
2021-01-26,2609,3120000,Dealer_self,3443000
2021-01-26,2609,300000,Dealer_Hedging,900000
2021-01-27,2609,15150000,Foreign_Investor,15608980
2021-01-27,2609,0,Foreign_Dealer_Self,0
2021-01-27,2609,0,Investment_Trust,7118000
2021-01-27,2609,2546000,Dealer_self,3287000
2021-01-27,2609,300000,Dealer_Hedging,0
2021-01-28,2609,22544000,Foreign_Investor,12353000
2021-01-28,2609,0,Foreign_Dealer_Self,0
2021-01-28,2609,0,Investment_Trust,7000000
2021-01-28,2609,3452000,Dealer_self,3211000
2021-01-28,2609,300000,Dealer_Hedging,0
2021-01-29,2609,5442000,Foreign_Investor,16290000
2021-01-29,2609,0,Foreign_Dealer_Self,0
2021-01-29,2609,0,Investment_Trust,5000000
2021-01-29,2609,1674000,Dealer_self,1820000
2021-01-29,2609,0,Dealer_Hedging,0
2021-02-01,2609,22459000,Foreign_Investor,19729000
2021-02-01,2609,0,Foreign_Dealer_Self,0
2021-02-01,2609,0,Investment_Trust,0
2021-02-01,2609,4317000,Dealer_self,3008000
2021-02-01,2609,670000,Dealer_Hedging,30000
2021-02-02,2609,35184000,Foreign_Investor,21554000
2021-02-02,2609,0,Foreign_Dealer_Self,0
2021-02-02,2609,0,Investment_Trust,0
2021-02-02,2609,2834000,Dealer_self,5215000
2021-02-02,2609,40000,Dealer_Hedging,0
2021-02-03,2609,24143650,Foreign_Investor,51812769
2021-02-03,2609,0,Foreign_Dealer_Self,0
2021-02-03,2609,5499000,Investment_Trust,0
2021-02-03,2609,7552000,Dealer_self,3830000
2021-02-03,2609,0,Dealer_Hedging,270000
2021-02-04,2609,15315000,Foreign_Investor,11443101
2021-02-04,2609,0,Foreign_Dealer_Self,0
2021-02-04,2609,2173000,Investment_Trust,0
2021-02-04,2609,2830000,Dealer_self,2150000
2021-02-04,2609,0,Dealer_Hedging,0
2021-02-05,2609,5370000,Foreign_Investor,10199000
2021-02-05,2609,0,Foreign_Dealer_Self,0
2021-02-05,2609,81000,Investment_Trust,0
2021-02-05,2609,2989000,Dealer_self,2327000
2021-02-05,2609,0,Dealer_Hedging,0
2021-02-17,2609,40992000,Foreign_Investor,21250294
2021-02-17,2609,0,Foreign_Dealer_Self,0
2021-02-17,2609,1388000,Investment_Trust,0
2021-02-17,2609,5959000,Dealer_self,4022598
2021-02-17,2609,400000,Dealer_Hedging,0
2021-02-18,2609,27827220,Foreign_Investor,32599000
2021-02-18,2609,0,Foreign_Dealer_Self,0
2021-02-18,2609,1285000,Investment_Trust,0
2021-02-18,2609,5384000,Dealer_self,5498000
2021-02-18,2609,400000,Dealer_Hedging,1030000
2021-02-19,2609,17333500,Foreign_Investor,14294000
2021-02-19,2609,0,Foreign_Dealer_Self,0
