date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,ma_5,bias_5,ma_10,bias_10,ma_20,bias_20,ma_60,bias_60,ma_120,bias_120,rsi_14,macd,macd_signal,macd_hist,kd_k,kd_d,atr_14,volatility_20,volume_ratio_5
2021-01-06,6290,2197000,117774500,53.4,54.8,52.5,52.7,-0.2,1461,,,,,,,,,,,,0.0,0.0,0.0,,,,,
2021-01-07,6290,1081000,57305400,53.2,53.6,52.7,53.2,0.5,707,,,,,,,,,,,,0.039886,0.007977,0.031909,,,,,
2021-01-08,6290,1126000,60066300,54.0,54.0,53.1,53.3,0.1,608,,,,,,,,,,,,0.078658,0.022113,0.056545,,,,,
2021-01-11,6290,721000,38220300,53.7,53.9,52.7,52.8,-0.5,478,,,,,,,,,,,,0.068253,0.031341,0.036912,,,,,
2021-01-12,6290,776000,41070000,52.5,53.8,52.5,52.5,-0.3,510,52.9,-0.007561,,,,,,,,,,0.035392,0.032151,0.00324,,,,,0.657516
2021-01-13,6290,672000,35370700,52.6,53.3,52.4,52.5,0.0,406,52.86,-0.00681,,,,,,,,,,0.009242,0.02757,-0.018328,,,,,0.767824
2021-01-14,6290,935000,49802400,52.8,53.6,52.8,53.2,0.7,631,52.86,0.006432,,,,,,,,,,0.04449,0.030954,0.013536,,,,,1.105201
2021-01-15,6290,1114000,58793200,53.4,54.0,52.0,52.4,-0.8,657,52.68,-0.005315,,,,,,,,,,0.00778,0.026319,-0.018538,,,,,1.320531
2021-01-18,6290,1502000,77194500,52.4,52.5,50.9,51.5,-0.9,743,52.42,-0.017551,,,,,,,,,,-0.092864,0.002482,-0.095346,,,,,1.5023
2021-01-19,6290,1245000,64759800,51.5,52.9,51.5,51.7,0.2,686,52.26,-0.010716,52.58,-0.016736,,,,,,,,-0.154703,-0.028955,-0.125749,,,,,1.138442
2021-01-20,6290,1419000,72656300,52.3,52.3,50.8,50.8,-0.9,769,51.92,-0.021572,52.39,-0.030349,,,,,,,,-0.273185,-0.077801,-0.195384,13.7304,,,,1.141593
2021-01-21,6290,760000,38768100,51.3,51.8,50.5,50.7,-0.1,487,51.42,-0.014002,52.14,-0.027618,,,,,,,,-0.370877,-0.136416,-0.234461,10.5069,,,,0.629139
