date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,ma_5,bias_5,ma_10,bias_10,ma_20,bias_20,ma_60,bias_60,ma_120,bias_120,rsi_14,macd,macd_signal,macd_hist,kd_k,kd_d,atr_14,volatility_20,volume_ratio_5
2021-01-06,2882,24468024,1022566381,42.0,42.2,41.5,41.55,-0.55,9283,,,,,,,,,,,,0.0,0.0,0.0,,,,,
2021-01-07,2882,28188564,1179491742,41.9,42.05,41.6,41.9,0.35,8896,,,,,,,,,,,,0.02792,0.005584,0.022336,,,,,
2021-01-08,2882,50760852,2155569995,42.05,43.0,41.8,42.85,0.95,16112,,,,,,,,,,,,0.12526,0.029519,0.095741,,,,,
2021-01-11,2882,39899072,1702601855,42.8,43.3,42.15,42.6,-0.25,13023,,,,,,,,,,,,0.180153,0.059646,0.120507,,,,,
2021-01-12,2882,33145524,1408419084,42.65,42.95,42.05,42.3,-0.3,10633,42.24,0.00142,,,,,,,,,,0.197176,0.087152,0.110024,,,,,0.939169
2021-01-13,2882,25663778,1087653652,42.3,42.5,42.2,42.4,0.1,6616,42.41,-0.000236,,,,,,,,,,0.216243,0.11297,0.103273,,,,,0.722281
2021-01-14,2882,19135544,809831771,42.45,42.5,42.2,42.5,0.1,5452,42.53,-0.000705,,,,,,,,,,0.236695,0.137715,0.09898,,,,,0.567467
2021-01-15,2882,29865044,1256186930,42.55,42.55,41.8,41.8,-0.7,8053,42.32,-0.012287,,,,,,,,,,0.19418,0.149008,0.045172,,,,,1.010942
2021-01-18,2882,24765657,1022350637,41.7,41.7,41.15,41.2,-0.6,7017,42.04,-0.019981,,,,,,,,,,0.110795,0.141366,-0.030571,,,,,0.934021
2021-01-19,2882,13141992,543965376,41.25,41.5,41.25,41.35,0.15,4019,41.85,-0.011947,42.045,-0.01653,,,,,,,,0.056168,0.124326,-0.068158,,,,,0.583715
2021-01-20,2882,40111350,1641197961,41.2,41.2,40.65,40.65,-0.7,11001,41.5,-0.020482,41.955,-0.031105,,,,,,,,-0.043112,0.090839,-0.13395,3.876,,,,1.578943
2021-01-21,2882,18670335,761333928,40.75,40.95,40.65,40.65,0.0,6037,41.13,-0.01167,41.83,-0.028209,,,,,,,,-0.120403,0.04859,-0.168994,3.1008,,,,0.737641
2021-01-22,2882,22400759,909900964,40.8,40.85,40.55,40.55,-0.1,6220,40.88,-0.008072,41.6,-0.02524,,,,,,,,-0.187565,0.001359,-0.188924,0.0,2.3256,,,0.940496
2021-01-25,2882,19132991,782309541,40.6,41.1,40.55,41.0,0.45,5454,40.84,0.003918,41.44,-0.010618,,,,,,,44.2105,-0.202149,-0.039343,-0.162807,7.5,3.5336,0.614286,,0.843179
2021-01-26,2882,29753199,1209832582,41.05,41.1,40.5,40.5,-0.5,9335,40.67,-0.00418,41.26,-0.01842,,,,,,,40.0,-0.251158,-0.081706,-0.169452,7.5,5.0,0.607143,,1.14375
2021-01-27,2882,21294196,864035841,40.65,40.8,40.5,40.5,0.0,5053,40.64,-0.003445,41.07,-0.013879,,,,,,,35.7143,-0.286693,-0.122703,-0.16399,7.5,7.5,0.592857,,0.95703
2021-01-28,2882,35357261,1419764550,40.2,40.4,40.0,40.1,-0.4,10582,40.53,-0.010609,40.83,-0.017879,,,,,,,18.3908,-0.343176,-0.166798,-0.176378,1.9608,5.6536,0.542857,,1.381808
2021-01-29,2882,33534212,1341023976,40.15,40.25,39.9,39.9,-0.2,8622,40.4,-0.012376,40.64,-0.018209,,,,,,,18.6047,-0.399472,-0.213333,-0.186139,1.9608,3.8072,0.485714,,1.205643
2021-02-01,2882,18019434,720431113,39.9,40.15,39.9,39.9,0.0,5689,40.18,-0.006969,40.51,-0.015058,,,,,,,20.0,-0.439026,-0.258471,-0.180555,1.9608,1.9608,0.439286,,0.653075
2021-02-02,2882,26272744,1058217403,40.0,40.5,40.0,40.3,0.4,8729,40.14,0.003986,40.405,-0.002599,41.225,-0.022438,,,,,25.5814,-0.433104,-0.293398,-0.139706,11.1111,5.0109,0.460714,,0.976843
2021-02-03,2882,19747768,795951845,40.35,40.45,40.1,40.3,0.0,3385,40.1,0.004988,40.37,-0.001734,41.1625,-0.020954,,,,,23.8095,-0.423529,-0.319424,-0.104105,22.2222,11.7647,0.464286,0.010037,0.74278
2021-02-04,2882,14637595,593467281,40.3,40.75,40.25,40.7,0.4,4635,40.22,0.011934,40.375,0.00805,41.1025,-0.009793,,,,,35.8974,-0.379291,-0.331397,-0.047894,44.4444,25.9259,0.446429,0.01012,0.652231
2021-02-05,2882,16243915,660110234,40.75,41.0,40.4,40.6,-0.1,4724,40.36,0.005946,40.38,0.005448,40.99,-0.009515,,,,,41.1765,-0.348287,-0.334775,-0.013512,52.7778,39.8148,0.442857,0.008385,0.85565
2021-02-17,2882,53033119,2209942961,41.3,42.25,41.2,41.95,1.35,16945,40.77,0.028943,40.475,0.036442,40.9575,0.024232,,,,,56.5217,-0.212335,-0.310287,0.097953,70.7447,55.989,0.539286,0.01156,2.040754
2021-02-18,2882,33070308,1397772870,41.95,42.5,41.9,42.2,0.25,10719,41.15,0.025516,40.645,0.038258,40.9525,0.030462,,,,,68.6747,-0.083456,-0.264921,0.181465,78.0096,67.1774,0.532143,0.01155,1.209305
2021-02-19,2882,23553191,985385826,42.15,42.15,41.6,41.85,-0.35,6780,41.46,0.009407,40.78,0.026238,40.925,0.022602,,,,,63.3333,-0.009453,-0.213827,0.204375,83.5652,77.4398,0.553571,0.011678,0.837964
2021-02-22,2882,21980341,923582346,41.9,42.35,41.85,42.05,0.2,6944,41.73,0.007668,40.975,0.026236,40.9025,0.028055,,,,,66.3043,0.06459,-0.158144,0.222734,82.0513,81.2087,0.567857,0.011723,0.743177
2021-02-23,2882,39862344,1693227182,42.1,42.8,42.05,42.7,0.65,11598,42.15,0.013049,41.255,0.035026,40.9475,0.042799,,,,,67.7083,0.173716,-0.091772,0.265488,84.707,83.4411,0.582143,0.011602,1.162172
2021-02-24,2882,39884773,1708091871,42.85,43.1,42.5,42.65,-0.05,10808,42.29,0.008513,41.53,0.026968,41.02,0.039737,,,,,74.7126,0.253245,-0.022768,0.276014,88.0403,84.9328,0.582143,0.011037,1.259379
2021-02-25,2882,65022752,2816589813,43.05,43.7,42.8,43.6,0.95,19744,42.57,0.024195,41.86,0.041567,41.1325,0.059989,,,,,79.2453,0.388452,0.059476,0.328977,92.8433,88.5302,0.635714,0.01195,1.708397
2021-02-26,2882,76715547,3258427670,43.0,43.45,41.95,41.95,-1.65,16354,42.59,-0.015027,42.025,-0.001785,41.1975,0.018266,,,,,64.1221,0.358333,0.119247,0.239086,76.357,85.7469,0.717857,0.01442,1.575489
2021-03-02,2882,31878404,1348002141,42.55,42.75,41.9,41.9,-0.05,8356,42.56,-0.015508,42.145,-0.005813,41.26,0.015511,,,,,65.625,0.326663,0.16073,0.165933,57.357,75.5191,0.753571,0.01443,0.629103
2021-03-03,2882,34014213,1446373269,42.15,42.8,42.1,42.55,0.65,7946,42.53,0.00047,42.34,0.00496,41.36,0.028772,,,,,68.7943,0.349979,0.19858,0.151399,40.0693,57.9278,0.8,0.014719,0.687112
2021-03-04,2882,25415828,1073228254,42.55,42.65,42.0,42.35,-0.2,7341,42.47,-0.002826,42.38,-0.000708,41.4275,0.022268,,,,,64.9635,0.348304,0.228525,0.11978,36.3175,44.5813,0.803571,0.014658,0.545295
2021-03-05,2882,16617994,703334567,41.9,42.6,41.85,42.55,0.2,4964,42.26,0.006862,42.415,0.003183,41.53,0.024561,,,,,65.9574,0.358977,0.254615,0.104362,39.5967,38.6612,0.832143,0.014296,0.450006
2021-03-08,2882,37788537,1625703412,42.75,43.4,42.65,42.9,0.35,11104,42.45,0.010601,42.52,0.008937,41.65,0.030012,,,,,65.7143,0.391169,0.281926,0.109243,43.4363,39.7835,0.857143,0.014337,1.296659
2021-03-09,2882,85485167,3755332073,43.2,44.35,43.2,44.3,1.4,27662,42.93,0.031912,42.745,0.036379,41.86,0.05829,,,,,72.2892,0.523613,0.330263,0.193349,64.1982,49.0771,0.917857,0.015439,2.144401
2021-03-10,2882,56789711,2526806882,44.35,44.75,44.15,44.55,0.25,17293,43.33,0.028156,42.93,0.037736,42.0925,0.058383,,,,,68.0556,0.641356,0.392482,0.248874,82.6201,63.4182,0.842857,0.015255,1.278488
2021-03-11,2882,132532772,6109908888,45.3,47.1,45.3,45.75,1.2,40755,44.01,0.039536,43.24,0.058048,42.385,0.079391,,,,,71.7791,0.822022,0.47839,0.343632,88.4631,78.4271,0.982143,0.015907,2.012865
2021-03-12,2882,48956881,2241185362,46.05,46.1,45.45,45.9,0.15,13270,44.68,0.027305,43.47,0.055901,42.665,0.075823,,,,,75.4717,0.966168,0.575945,0.390222,81.5107,84.1979,0.985714,0.01591,0.677036
2021-03-15,2882,65678980,3068843945,46.1,47.0,46.1,46.7,0.8,19351,45.44,0.027729,43.945,0.062692,42.985,0.086425,,,,,77.193,1.131909,0.687138,0.444771,81.2698,83.7479,1.028571,0.016004,0.843241
